no,m,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,label
224,201802,0.0,30920.0,44.0,,,15590.0,35.0,,,,,,,,,,,2150.0,1.0,,,1600.0,3.0,1200.0,2.0,8990.0,6.0,5500.0,13.0,7230.0,6.0,6400.0,14.0,790.0,1.0,,,13180.0,8.0,680.0,1.0,,,,,,,,,,,,,,,,,,,680.0,1.0,,,,,,,,,,,680.0,1.0,4600.0,,800.0,,,,,,2150.0,,790.0,,4600.0,680.0,,,,,,,,,680.0,2150.0,1.0,2150.0,1.0,,,,,,,2150.0,1.0,,,,,,,,,2500.0,1.0,2500.0,1.0,,,,,2500.0,1.0,,,,,,,,,2150.0,2150.0,,,2500.0,2500.0,,,,,,23.0,4.0,6.0,4.0,1.0,1.0,3.0,2.0,0.0,,201304.0,201802.0,201408.0,201802.0,,,,201705.0,201802.0,21000.0,27090.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,1
224,201801,,21450.0,40.0,,,9890.0,26.0,,,,,,,,,,,,,700.0,5.0,,,1250.0,4.0,3190.0,3.0,3600.0,9.0,8310.0,11.0,5100.0,13.0,790.0,1.0,,,11560.0,14.0,3190.0,2.0,,,,,,,2500.0,1.0,,,,,,,,,,,,,3190.0,2.0,,,,,,,,,3190.0,2.0,2300.0,,800.0,,,,,,,200.0,790.0,,2300.0,2500.0,,,2500.0,,,,,,2500.0,2240.0,1.0,2240.0,1.0,,,,,,,,,,,2240.0,1.0,,,,,2612.0,2.0,2612.0,2.0,,,,,2612.0,2.0,,,,,,,,,2240.0,2240.0,,,2600.0,2600.0,,,,,,23.0,4.0,6.0,4.0,1.0,1.0,3.0,2.0,0.0,,201304.0,201801.0,201408.0,201801.0,,,,201705.0,201801.0,21000.0,27090.0,,,,,,,,,,,,,,,,,,,,,,,,,1
224,201712,0.0,29300.0,52.0,,,20470.0,44.0,,,,,,,,,770.0,1.0,2110.0,1.0,19700.0,43.0,,,1200.0,2.0,4500.0,9.0,10590.0,14.0,5710.0,11.0,7300.0,16.0,770.0,1.0,,,6720.0,7.0,670.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,670.0,1.0,,,,,670.0,1.0,2110.0,,800.0,,,,,770.0,2110.0,800.0,770.0,,2110.0,670.0,,,,,,,,,670.0,2110.0,1.0,2110.0,1.0,,,,,,,,,2110.0,1.0,,,,,,,2430.0,1.0,2430.0,1.0,,,,,,,,,,,2430.0,1.0,,,2110.0,2110.0,,,2430.0,2430.0,,,,,,23.0,3.0,5.0,4.0,1.0,1.0,2.0,2.0,0.0,,201304.0,201712.0,201408.0,201712.0,,,,201705.0,201712.0,21000.0,27090.0,,,,,,,,,,,,,,,,,,,,,,,,,1
224,201711,0.0,22410.0,54.0,,,16550.0,51.0,,,,,,,,,,,2700.0,1.0,15800.0,50.0,,,1400.0,7.0,5110.0,12.0,,,12300.0,25.0,3600.0,10.0,750.0,1.0,,,3160.0,2.0,650.0,1.0,,,,,,,,,,,,,,,,,,,650.0,1.0,,,,,,,,,,,650.0,1.0,2700.0,,800.0,,,,,,2700.0,800.0,750.0,,2700.0,650.0,,,,,,,,,650.0,2700.0,1.0,2700.0,1.0,,,,,,,,,,,2700.0,1.0,,,,,3000.0,1.0,3000.0,1.0,,,,,,,,,,,3000.0,1.0,,,2700.0,2700.0,,,3000.0,3000.0,,,,,,23.0,3.0,5.0,4.0,1.0,1.0,2.0,2.0,0.0,,201304.0,201711.0,201408.0,201711.0,,,,201705.0,201709.0,21000.0,27090.0,,,,,,,,,,,,,,,,,,,,,,,,,1
224,201710,0.0,9850.0,10.0,,,610.0,1.0,,,,,,,,,,,2300.0,1.0,,,940.0,1.0,,,,,500.0,1.0,1090.0,2.0,7320.0,6.0,610.0,1.0,,,6940.0,8.0,1150.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1150.0,1.0,,,,,,,1150.0,1.0,2300.0,,610.0,,,,,,2300.0,,610.0,,2300.0,1150.0,,,,,,,,,1150.0,2300.0,1.0,2300.0,1.0,,,,,,,,,,,,,2300.0,1.0,,,2512.0,2.0,2512.0,2.0,,,,,,,12.0,1.0,2500.0,1.0,,,,,2300.0,2300.0,,,2500.0,2500.0,,,,,,23.0,3.0,5.0,4.0,1.0,1.0,2.0,2.0,0.0,,201304.0,201710.0,201408.0,201710.0,,,,201705.0,201709.0,21000.0,27090.0,,,,,,,,,,,,,,,,,,,,,,,,,1
224,201709,0.0,7190.0,5.0,,,720.0,1.0,,,,,,,,,,,4000.0,2.0,,,,,,,,,470.0,1.0,6720.0,4.0,,,720.0,1.0,,,4470.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,720.0,,,,,,2000.0,,720.0,,2000.0,,,,,,,,,,,2000.0,1.0,2000.0,1.0,,,,,,,,,,,2000.0,1.0,,,,,2500.0,1.0,2500.0,1.0,,,,,,,,,2500.0,1.0,,,,,2000.0,2000.0,,,2500.0,2500.0,,,,,,23.0,3.0,5.0,4.0,1.0,1.0,2.0,2.0,0.0,,201304.0,201709.0,201408.0,201709.0,,,,201705.0,201709.0,21000.0,27090.0,,,,,,,,,,,,,,,,,,,,,,,,,1
224,201708,0.0,9350.0,11.0,,,720.0,1.0,,,,,,,,,,,4600.0,4.0,,,360.0,1.0,,,6720.0,4.0,900.0,3.0,970.0,2.0,400.0,1.0,720.0,1.0,,,6330.0,8.0,620.0,1.0,,,,,,,,,,,,,,,,,,,,,620.0,1.0,,,,,,,,,620.0,1.0,2000.0,,720.0,,,,,,2000.0,,720.0,,2000.0,620.0,,,,,,,,,620.0,2300.0,2.0,2300.0,2.0,,,,,,,2000.0,1.0,300.0,1.0,,,,,,,2500.0,1.0,2500.0,1.0,,,,,2500.0,1.0,,,,,,,,,2000.0,2000.0,,,2500.0,2500.0,,,,,,23.0,3.0,5.0,4.0,2.0,1.0,2.0,2.0,0.0,,201304.0,201708.0,201408.0,201708.0,,,,201705.0,201708.0,21000.0,27090.0,,,,,,,,,,,,,,,,,,,,,,,,,1
224,201707,0.0,7690.0,7.0,,,700.0,1.0,,,,,,,,,,,4000.0,2.0,,,,,990.0,3.0,,,6700.0,4.0,,,,,700.0,2.0,,,4990.0,4.0,600.0,1.0,,,,,,,,,,,,,,,,,,,,,600.0,1.0,,,,,,,,,600.0,1.0,2000.0,,700.0,,,,,,2000.0,,700.0,,2000.0,600.0,,,,,,,,,600.0,2000.0,1.0,2000.0,1.0,,,,,,,,,2000.0,1.0,,,,,,,2512.0,2.0,2512.0,2.0,,,,,12.0,1.0,2500.0,1.0,,,,,,,2000.0,2000.0,,,2500.0,2500.0,,,,,,23.0,3.0,5.0,4.0,2.0,1.0,2.0,2.0,0.0,,201304.0,201707.0,201408.0,201707.0,,,,201705.0,201707.0,21000.0,27090.0,,,,,,,,,,,,,,,,,,,,,,,,,1
224,201706,0.0,8260.0,6.0,,,690.0,1.0,,,,,,,,,,,4400.0,2.0,,,,,,,7290.0,4.0,,,970.0,2.0,,,690.0,1.0,,,5370.0,4.0,590.0,1.0,,,,,,,,,,,,,,,,,,,590.0,1.0,,,,,,,,,,,590.0,1.0,2200.0,,690.0,,,,,,2200.0,,690.0,,2200.0,590.0,,,,,,,,,590.0,2200.0,1.0,2200.0,1.0,,,,,,,2200.0,1.0,,,,,,,,,2500.0,1.0,2500.0,1.0,,,,,2500.0,1.0,,,,,,,,,2200.0,2200.0,,,2500.0,2500.0,,,,,,23.0,3.0,5.0,4.0,2.0,1.0,2.0,2.0,0.0,,201304.0,201706.0,201408.0,201706.0,,,,201705.0,201706.0,21000.0,27090.0,,,,,,,,,,,,,,,,,,,,,,,,,1
224,201705,0.0,18560.0,22.0,,,1540.0,2.0,,,,,,,,,,,10900.0,11.0,,,,,3540.0,5.0,,,,,12790.0,13.0,2230.0,4.0,2800.0,2.0,,,13370.0,15.0,900.0,1.0,,,,,,,,,,,,,,,,,,,,,,,900.0,1.0,,,,,,,900.0,1.0,2000.0,,1000.0,,,,,,2000.0,,1800.0,,2000.0,900.0,,,,,,,,,900.0,5450.0,5.0,5450.0,5.0,,,,,400.0,1.0,,,,,5050.0,4.0,,,,,23800.0,4.0,5800.0,3.0,,,19800.0,2.0,,,,,4000.0,2.0,,,,,2000.0,2000.0,,,18000.0,3000.0,,,,,,23.0,3.0,5.0,4.0,2.0,1.0,2.0,2.0,0.0,,201304.0,201705.0,201408.0,201705.0,,,,201705.0,201705.0,21000.0,27090.0,,,,,,,,,,,,,,,,,,,,,,,,,1
224,201704,0.0,12210.0,16.0,,,1730.0,2.0,,,,,,,,,,,7010.0,8.0,1000.0,1.0,2600.0,1.0,300.0,3.0,3750.0,4.0,10.0,1.0,5550.0,7.0,,,3340.0,3.0,,,8280.0,11.0,600.0,1.0,,,,,,,,,,,,,,,,,,,,,,,600.0,1.0,,,,,,,600.0,1.0,2600.0,,1000.0,,,,,,2600.0,1000.0,2600.0,,2600.0,600.0,,,,,,,,,600.0,2200.0,3.0,2200.0,3.0,,,,,100.0,1.0,1100.0,1.0,,,1000.0,1.0,,,,,28730.0,4.0,2730.0,3.0,2600.0,1.0,26000.0,1.0,,,130.0,2.0,,,,,,,1100.0,1100.0,,,26000.0,2600.0,,,,,,23.0,3.0,5.0,4.0,2.0,1.0,2.0,2.0,0.0,,201304.0,201704.0,201408.0,201704.0,,,,,,21000.0,27090.0,,,,,,,,,,,,,,,,,,,,,,,,,1
224,201703,0.0,59300.0,123.0,,,19400.0,90.0,,,,,,,,,,,23600.0,20.0,400.0,2.0,,,8700.0,26.0,10800.0,33.0,13300.0,30.0,26500.0,34.0,,,2200.0,2.0,,,28600.0,23.0,630.0,1.0,,,,,,,,,,,,,,,,,,,,,630.0,1.0,,,,,,,,,630.0,1.0,3000.0,,700.0,,,,,,3000.0,200.0,1500.0,,3000.0,630.0,,,,,,,,,630.0,10800.0,9.0,10800.0,9.0,,,,,1000.0,1.0,1000.0,1.0,2900.0,2.0,5900.0,5.0,,,,,1500.0,1.0,1500.0,1.0,,,,,,,,,1500.0,1.0,,,,,3000.0,3000.0,,,1500.0,1500.0,,,,,,23.0,3.0,5.0,4.0,2.0,1.0,2.0,2.0,0.0,,201304.0,201703.0,201408.0,201703.0,,,,,,21000.0,27090.0,,,,,,,,,,,,,,,,,,,,,,,,,1
225,201806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31180.0,8.0,,,31180.0,8.0,,,,,15110.0,3.0,16070.0,5.0,,,,,,,15450.0,7.0,15450.0,7.0,,,,,7020.0,4.0,8430.0,3.0,,,,,,,10500.0,,10500.0,,3570.0,3570.0,,31830.0,2.0,,,10.0,7.0,4.0,9.0,1.0,1.0,4.0,6.0,40.0,,201504.0,201806.0,201401.0,201806.0,76390.0,16.0,1.0,201709.0,201806.0,29180.0,81858.0,13.0,12.0,,,,,,,7.0,3.0,0.0,2.0,0.0,5.0,,,,,,1.0,0.0,1.0,0.0,0.0,1
225,201805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60170.0,6.0,,,60170.0,6.0,,,28000.0,2.0,18870.0,3.0,13300.0,1.0,,,,,,,50439.0,9.0,34480.0,6.0,,,36949.0,6.0,13490.0,3.0,,,,,,,5000.0,1.0,17000.0,,17000.0,,17000.0,17000.0,5000.0,6230.0,2.0,,,10.0,7.0,3.0,9.0,1.0,1.0,3.0,6.0,40.0,,201504.0,201805.0,201401.0,201805.0,70120.0,14.0,,201709.0,201805.0,29180.0,81858.0,12.0,12.0,,,,,,,7.0,3.0,0.0,2.0,0.0,5.0,,,,,,1.0,0.0,1.0,0.0,0.0,1
225,201804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11440.0,5.0,,,11440.0,5.0,,,5000.0,1.0,10.0,1.0,6400.0,2.0,30.0,1.0,,,,,11440.0,4.0,11440.0,4.0,,,,,2440.0,2.0,9000.0,2.0,,,,,,,6200.0,,6200.0,,5000.0,5000.0,,32070.0,3.0,,,10.0,7.0,3.0,9.0,1.0,1.0,3.0,6.0,40.0,,201504.0,201804.0,201401.0,201804.0,60520.0,13.0,,201709.0,201804.0,29180.0,81858.0,13.0,12.0,,,,,,,7.0,3.0,0.0,2.0,0.0,5.0,,,,,,1.0,0.0,1.0,0.0,0.0,1
225,201803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68580.0,9.0,,,68580.0,9.0,,,3000.0,1.0,26380.0,5.0,39200.0,3.0,,,,,,,41210.0,9.0,41210.0,9.0,,,23430.0,3.0,17780.0,6.0,,,,,,,,,20200.0,,20200.0,,10000.0,10000.0,,29660.0,4.0,,,10.0,6.0,2.0,9.0,1.0,1.0,2.0,6.0,40.0,,201504.0,201803.0,201401.0,201803.0,57130.0,11.0,,201709.0,201803.0,29180.0,81858.0,12.0,12.0,2.0,1.0,0.0,2.0,0.0,0.0,7.0,3.0,0.0,2.0,0.0,5.0,,,,,,1.0,0.0,1.0,0.0,0.0,1
225,201802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18630.0,3.0,,,18630.0,3.0,,,,,8280.0,1.0,10350.0,2.0,,,,,,,12480.0,6.0,12480.0,6.0,,,,,8490.0,3.0,1920.0,1.0,2070.0,2.0,,,,,8280.0,,8280.0,,5000.0,5000.0,,32250.0,3.0,,,10.0,6.0,2.0,9.0,1.0,1.0,2.0,6.0,40.0,,201504.0,201802.0,201401.0,201802.0,53770.0,10.0,,201709.0,201802.0,29180.0,81858.0,10.0,12.0,,,,,,,5.0,2.0,0.0,0.0,0.0,5.0,,,,,,1.0,0.0,1.0,0.0,0.0,1
225,201801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33310.0,6.0,,,33310.0,6.0,,,,,4300.0,1.0,20130.0,3.0,8880.0,2.0,,,,,23350.0,8.0,23350.0,8.0,,,2000.0,1.0,,,14160.0,3.0,7190.0,4.0,,,,,12170.0,,12170.0,,9980.0,9980.0,,6710.0,2.0,,,10.0,6.0,2.0,9.0,1.0,1.0,2.0,6.0,40.0,,201504.0,201801.0,201401.0,201801.0,49230.0,9.0,,201709.0,201801.0,29180.0,81858.0,10.0,12.0,,,,,,,5.0,2.0,0.0,0.0,0.0,5.0,,,,,,1.0,0.0,1.0,0.0,0.0,1
225,201712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13120.0,8.0,,,13120.0,8.0,,,,,5120.0,5.0,7600.0,2.0,400.0,1.0,,,,,9540.0,3.0,9540.0,3.0,,,,,7550.0,2.0,1990.0,1.0,,,,,,,7200.0,,7200.0,,4440.0,4440.0,,,3.0,,,10.0,6.0,2.0,9.0,1.0,1.0,2.0,6.0,40.0,,201504.0,201712.0,201401.0,201712.0,38240.0,6.0,,201709.0,201712.0,29180.0,77518.0,10.0,12.0,,,,,,,5.0,2.0,0.0,0.0,0.0,5.0,,,,,,1.0,0.0,1.0,0.0,0.0,1
225,201711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15018.0,5.0,,,12020.0,4.0,,,,,2998.0,1.0,12000.0,3.0,20.0,1.0,,,,,9200.0,6.0,9200.0,6.0,,,,,500.0,1.0,6700.0,4.0,2000.0,1.0,,,,,5500.0,,5500.0,,2600.0,2600.0,,,3.0,,,10.0,6.0,2.0,9.0,1.0,1.0,2.0,6.0,40.0,,201504.0,201711.0,201401.0,201711.0,33300.0,3.0,,201709.0,201711.0,29180.0,77518.0,11.0,12.0,,,,,,,5.0,2.0,0.0,0.0,0.0,5.0,,,,,,1.0,0.0,1.0,0.0,0.0,1
225,201710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240.0,2.0,,,5240.0,2.0,,,,,,,5240.0,2.0,,,,,,,4840.0,5.0,4780.0,4.0,,,,,2800.0,3.0,2040.0,2.0,,,,,60.0,1.0,2720.0,,2720.0,,2720.0,2720.0,60.0,1970.0,3.0,1970.0,,10.0,6.0,2.0,8.0,1.0,1.0,2.0,5.0,40.0,,201504.0,201710.0,201401.0,201710.0,5000.0,1.0,,201709.0,201710.0,29180.0,77518.0,12.0,12.0,,,,,,,5.0,2.0,0.0,0.0,0.0,5.0,,,,,,1.0,0.0,1.0,0.0,0.0,1
225,201709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11650.0,16.0,,,10650.0,15.0,,,1000.0,1.0,5250.0,12.0,5110.0,2.0,,,290.0,1.0,,,29120.0,7.0,13750.0,5.0,,,1920.0,1.0,1040.0,2.0,23810.0,3.0,2350.0,1.0,,,15370.0,2.0,5100.0,,5100.0,,14930.0,5290.0,14930.0,,4.0,,,10.0,6.0,2.0,8.0,1.0,1.0,2.0,5.0,40.0,,201504.0,201709.0,201401.0,201709.0,5000.0,1.0,,201709.0,201709.0,29180.0,77518.0,12.0,12.0,,,,,,,5.0,2.0,0.0,0.0,0.0,5.0,,,,,,1.0,0.0,1.0,0.0,0.0,1
225,201708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14120.0,4.0,,,14120.0,4.0,,,,,40.0,1.0,14080.0,3.0,,,,,,,14190.0,7.0,14190.0,7.0,,,1600.0,1.0,8650.0,3.0,3940.0,3.0,,,,,,,7800.0,,7800.0,,4000.0,4000.0,,,2.0,,,10.0,6.0,2.0,7.0,2.0,1.0,2.0,5.0,40.0,,201504.0,201704.0,201401.0,201708.0,,,,,,29180.0,77518.0,11.0,12.0,,,,,,,5.0,2.0,0.0,0.0,0.0,5.0,,,,,,1.0,0.0,1.0,0.0,0.0,1
225,201707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67660.0,21.0,,,67660.0,21.0,,,17080.0,1.0,15650.0,13.0,34120.0,6.0,810.0,1.0,,,,,63440.0,10.0,40180.0,6.0,,,13300.0,2.0,36080.0,4.0,14060.0,4.0,,,,,23260.0,4.0,17080.0,,17080.0,,15000.0,15000.0,10000.0,3290.0,3.0,3290.0,,10.0,6.0,2.0,7.0,2.0,1.0,2.0,5.0,40.0,,201504.0,201704.0,201401.0,201707.0,,,,,,29180.0,77518.0,11.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,5.0,,,,,,1.0,0.0,1.0,0.0,0.0,1
226,201805,10000.0,10000.0,1.0,,,10000.0,1.0,,,,,10000.0,1.0,,,,,,,,,,,,,,,10000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,1700.0,2.0,,,1700.0,2.0,,,,,800.0,1.0,900.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,900.0,,900.0,,,,,,2.0,,,377.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,10020.0,,201509.0,201805.0,201711.0,201805.0,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0,0.0,1.0,,,,,,3.0,0.0,0.0,0.0,0.0,1
226,201804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1.0,,,1000.0,1.0,,,,,,,,,1000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1000.0,,1000.0,,,,,,,,,377.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,20.0,,201509.0,201712.0,201711.0,201804.0,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1
226,201803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,20.0,,201509.0,201712.0,201711.0,201802.0,,,,,,,,,,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,1
226,201802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,1.0,,,1700.0,1.0,,,,,1700.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,,1700.0,,,,,,,,,377.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,20.0,,201509.0,201712.0,201711.0,201802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1
226,201801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10100.0,5.0,,,10100.0,5.0,,,,,3000.0,1.0,4000.0,1.0,,,3100.0,3.0,,,,,,,,,,,,,,,,,,,,,4000.0,,4000.0,,,,,,,,,377.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,20.0,,201509.0,201712.0,201711.0,201801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1
226,201712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,20.0,,201509.0,201712.0,201711.0,201711.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
226,201711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6800.0,6.0,,,3300.0,2.0,,,,,2500.0,3.0,1000.0,1.0,,,3300.0,2.0,,,,,,,,,,,,,,,,,,,,,3000.0,,3000.0,,,,,,,,,377.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,20.0,,201509.0,201711.0,201711.0,201711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
226,201710,20.0,3470.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3470.0,1.0,,,,,,,,,,,3500.0,1.0,,,,,,,,,,,,,,,,,,,,,3500.0,1.0,,,,,,,,,,,3470.0,,,,,,,,,,,,,3500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,1.0,1.0,0.0,1.0,,1.0,0.0,20.0,,201509.0,201710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
226,201709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,1.0,1.0,0.0,,,1.0,0.0,1000.0,,201509.0,201509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
226,201708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,1.0,1.0,0.0,,,1.0,0.0,1000.0,,201509.0,201509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
226,201707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,1.0,1.0,0.0,,,1.0,0.0,1000.0,,201509.0,201509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
226,201706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0,1.0,1.0,0.0,,,1.0,0.0,1000.0,,201509.0,201509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
